Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
green	GO:0006099	tricarboxylic acid cycle	4/52	28/23276	4.35748473911463e-07	3.72366877706159e-06	2.75209562470398e-06	Cs/Mdh2/Aco2/Idh3a	4
green	GO:0051186	cofactor metabolic process	8/52	322/23276	5.45192569457952e-07	4.58938222648186e-06	3.39192863323408e-06	Eno2/Cs/Pgam1/Mdh2/Pgam2/Tpi1/Idh3a/Pgk1	8
green	GO:0046031	ADP metabolic process	5/52	74/23276	6.54983641521975e-07	5.43251137968226e-06	4.01507000066102e-06	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0006101	citrate metabolic process	4/52	32/23276	7.60265527920721e-07	6.21434431517807e-06	4.59290845242724e-06	Cs/Mdh2/Aco2/Idh3a	4
green	GO:0009135	purine nucleoside diphosphate metabolic process	5/52	79/23276	9.08698075718831e-07	7.21839034796367e-06	5.33498054832702e-06	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0009179	purine ribonucleoside diphosphate metabolic process	5/52	79/23276	9.08698075718831e-07	7.21839034796367e-06	5.33498054832702e-06	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0006165	nucleoside diphosphate phosphorylation	5/52	82/23276	1.09458680194764e-06	8.57426328192318e-06	6.33708148496002e-06	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0009185	ribonucleoside diphosphate metabolic process	5/52	84/23276	1.23430973440138e-06	9.42929456037581e-06	6.96901949591045e-06	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0072350	tricarboxylic acid metabolic process	4/52	36/23276	1.23717694586491e-06	9.42929456037581e-06	6.96901949591045e-06	Cs/Mdh2/Aco2/Idh3a	4
green	GO:0046939	nucleotide phosphorylation	5/52	88/23276	1.55579777322193e-06	1.16995992546289e-05	8.64696025538085e-06	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	3/52	11/23276	1.71344092830482e-06	1.27155353100516e-05	9.39782004998213e-06	Uqcrb/Cycs/Uqcrh	3
green	GO:0006090	pyruvate metabolic process	5/52	92/23276	1.93988400132117e-06	1.42090204772096e-05	1.05016276763252e-05	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0044724	single-organism carbohydrate catabolic process	5/52	100/23276	2.93014864594794e-06	2.11872286707005e-05	1.56590939783453e-05	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0009132	nucleoside diphosphate metabolic process	5/52	103/23276	3.38990334911254e-06	2.4201335302525e-05	1.78867651731987e-05	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0016052	carbohydrate catabolic process	5/52	107/23276	4.08902951240173e-06	2.88276580624322e-05	2.1305995880409e-05	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0006098	pentose-phosphate shunt	3/52	15/23276	4.69518959252756e-06	3.26924312368586e-05	2.41623791896155e-05	Pgam1/Pgam2/Tpi1	3
green	GO:0019682	glyceraldehyde-3-phosphate metabolic process	3/52	18/23276	8.38059437903283e-06	5.76421369484697e-05	4.26022512721053e-05	Pgam1/Pgam2/Tpi1	3
green	GO:0006094	gluconeogenesis	4/52	63/23276	1.19659411719938e-05	8.13107327831866e-05	6.00952784287829e-05	Pgam1/Pgam2/Tpi1/Pgk1	4
green	GO:0051156	glucose 6-phosphate metabolic process	3/52	21/23276	1.35950144289424e-05	9.12808111657564e-05	6.74639813767068e-05	Pgam1/Pgam2/Tpi1	3
green	GO:0019319	hexose biosynthetic process	4/52	66/23276	1.44066882799e-05	9.55926139983953e-05	7.06507561466303e-05	Pgam1/Pgam2/Tpi1/Pgk1	4
green	GO:0046364	monosaccharide biosynthetic process	4/52	72/23276	2.03624772396662e-05	0.000133539967013625	9.86969521041348e-05	Pgam1/Pgam2/Tpi1/Pgk1	4
green	GO:0043648	dicarboxylic acid metabolic process	4/52	84/23276	3.74424467433376e-05	0.000242730344405085	0.000179397566973523	Cs/Adssl1/Mdh2/Idh3a	4
green	GO:0006739	NADP metabolic process	3/52	34/23276	5.99256433103272e-05	0.000384068895761643	0.00028385831041734	Pgam1/Pgam2/Tpi1	3
green	GO:0006081	cellular aldehyde metabolic process	3/52	57/23276	0.000282590640704467	0.00179079911637437	0.00132354693931365	Pgam1/Pgam2/Tpi1	3
green	GO:0044275	cellular carbohydrate catabolic process	3/52	58/23276	0.000297535943405054	0.00186455857867167	0.00137806121156025	Pgam1/Pgam2/Tpi1	3
green	GO:0043455	regulation of secondary metabolic process	2/52	12/23276	0.00031849239273284	0.00197395285166288	0.00145891252194569	Pgam1/Pgam2	2
green	GO:0006107	oxaloacetate metabolic process	2/52	13/23276	0.000375861810008863	0.0023041963135326	0.00170298943665343	Cs/Mdh2	2
green	GO:0016051	carbohydrate biosynthetic process	4/52	164/23276	0.000494249258664453	0.00299738260093281	0.00221531076888651	Pgam1/Pgam2/Tpi1/Pgk1	4
green	GO:0006006	glucose metabolic process	4/52	178/23276	0.000672259708792469	0.00403355825275481	0.0029811292797516	Pgam1/Pgam2/Tpi1/Pgk1	4
green	GO:0006734	NADH metabolic process	2/52	21/23276	0.00100042370355944	0.00593935756639499	0.00438967076575666	Mdh2/Idh3a	2
green	GO:0019318	hexose metabolic process	4/52	206/23276	0.00115716649900765	0.00679835318166994	0.00502453874569111	Pgam1/Pgam2/Tpi1/Pgk1	4
brown	GO:0007626	locomotory behavior	18/146	234/23276	8.68703708842711e-15	1.81613416988765e-11	1.2613659810754e-11	Th/Etv5/Slc6a3/Klhl1/Slc18a2/Pitx3/Snca/Oprk1/Nr4a2/Ntsr1/Chrna4/Calb1/Drd2/Foxa2/Lmx1b/Zfhx3/Penk/En1	18
brown	GO:0042417	dopamine metabolic process	10/146	36/23276	1.52552219226178e-14	1.81613416988765e-11	1.2613659810754e-11	Th/Ddc/Slc6a3/Sncaip/Maoa/Snca/Nr4a2/Tacr3/Drd2/Gch1	10
brown	GO:0006584	catecholamine metabolic process	10/146	52/23276	8.71877831770913e-13	5.18985279361636e-10	3.6045265097687e-10	Th/Ddc/Slc6a3/Sncaip/Maoa/Snca/Nr4a2/Tacr3/Drd2/Gch1	10
brown	GO:0009712	catechol-containing compound metabolic process	10/146	52/23276	8.71877831770913e-13	5.18985279361636e-10	3.6045265097687e-10	Th/Ddc/Slc6a3/Sncaip/Maoa/Snca/Nr4a2/Tacr3/Drd2/Gch1	10
brown	GO:0018958	phenol-containing compound metabolic process	11/146	95/23276	2.01014242224035e-11	9.57229821470854e-09	6.64828156913597e-09	Th/Ddc/Slc6a3/Sncaip/Maoa/Snca/Nr4a2/Tacr3/Drd2/Gch1/Slco4a1	11
brown	GO:0042416	dopamine biosynthetic process	6/146	13/23276	9.08990949885255e-11	3.60717908612799e-08	2.50530663556094e-08	Th/Ddc/Slc6a3/Snca/Nr4a2/Gch1	6
brown	GO:0044708	single-organism behavior	19/146	472/23276	1.42524184869384e-10	4.84785834534291e-08	3.36699991623763e-08	Th/Slc1a2/Igf1/Klhl1/Snca/Oprk1/Serpine2/Nr4a2/Ntsr1/Chrna4/Calb1/Slc10a4/Drd2/Cck/Foxa2/Zfhx3/Penk/Bdnf/En1	19
brown	GO:0015837	amine transport	10/146	88/23276	2.05355019904198e-10	6.11187877989869e-08	4.24490442459861e-08	Th/Ddc/Slc18a2/Snca/Oprk1/Ntsr1/Chrna4/Chrna6/Drd2/Cck	10
brown	GO:1901615	organic hydroxy compound metabolic process	18/146	438/23276	3.23782651526394e-10	8.56584992538159e-08	5.94926953857268e-08	Th/Abhd3/Ddc/Slc6a3/Sncaip/Rbp4/Maoa/Snca/Cubn/Nr4a2/Ntsr1/Tacr3/Dkk3/Drd2/Gch1/Tigar/Slco4a1/Aldh1a1	18
brown	GO:0050769	positive regulation of neurogenesis	18/146	455/23276	5.95312126941731e-10	1.41743817424826e-07	9.84458264658378e-08	Bmp7/Etv5/Ntn1/Rgs6/Il1rap/Serpine2/Ret/Trpc6/Drd2/Foxa1/Foxa2/Nbl1/Bdnf/Ndnf/Ntf3/Robo2/Syt17/Dcc	18
brown	GO:0007409	axonogenesis	17/146	408/23276	8.43181350095932e-10	1.82510435870765e-07	1.26759607751264e-07	Bmp7/Ntn1/Nr4a2/Sema6d/Epha5/Ret/Fgfr2/Cdh11/Drd2/Cck/Nrn1/Bdnf/Ntf3/Flrt3/Robo2/Dcc/Lgi1	17
brown	GO:0045666	positive regulation of neuron differentiation	16/146	361/23276	1.12458323986838e-09	2.23136057843885e-07	1.54975462266073e-07	Bmp7/Etv5/Ntn1/Rgs6/Il1rap/Serpine2/Ret/Trpc6/Foxa1/Foxa2/Nbl1/Bdnf/Ndnf/Robo2/Syt17/Dcc	16
brown	GO:0061564	axon development	17/146	433/23276	2.07032263862157e-09	3.6493573234091e-07	2.53460083338522e-07	Bmp7/Ntn1/Nr4a2/Sema6d/Epha5/Ret/Fgfr2/Cdh11/Drd2/Cck/Nrn1/Bdnf/Ntf3/Flrt3/Robo2/Dcc/Lgi1	17
brown	GO:0097164	ammonium ion metabolic process	11/146	146/23276	2.14577919058074e-09	3.6493573234091e-07	2.53460083338522e-07	Th/Abhd3/Ddc/Slc6a3/Sncaip/Maoa/Snca/Nr4a2/Tacr3/Drd2/Gch1	11
brown	GO:0015872	dopamine transport	7/146	37/23276	2.90737555557835e-09	4.61497413188804e-07	3.2052540335534e-07	Slc6a3/Snca/Oprk1/Chrna4/Chrna6/Drd2/Chrm5	7
brown	GO:0009713	catechol-containing compound biosynthetic process	6/146	22/23276	3.77280297860947e-09	5.28414346592303e-07	3.67001453832537e-07	Th/Ddc/Slc6a3/Snca/Nr4a2/Gch1	6
brown	GO:0042423	catecholamine biosynthetic process	6/146	22/23276	3.77280297860947e-09	5.28414346592303e-07	3.67001453832537e-07	Th/Ddc/Slc6a3/Snca/Nr4a2/Gch1	6
brown	GO:0030534	adult behavior	11/146	167/23276	8.84079061397456e-09	1.16944013621519e-06	8.12215324827721e-07	Slc1a2/Klhl1/Snca/Oprk1/Nr4a2/Ntsr1/Chrna4/Slc10a4/Drd2/Foxa2/En1	11
brown	GO:0050804	modulation of synaptic transmission	14/146	313/23276	1.16007978404959e-08	1.45376313990635e-06	1.00968716938609e-06	Sncaip/Snca/Serpine2/Ntsr1/Chrna4/Calb1/Car7/Drd2/Lmx1b/Bdnf/Ntf3/Erbb4/Lgi1/Lrrtm2	14
brown	GO:0015844	monoamine transport	8/146	83/23276	5.23978553840913e-08	6.23796468347607e-06	4.33247530570566e-06	Slc6a3/Slc18a2/Snca/Oprk1/Chrna4/Chrna6/Drd2/Chrm5	8
brown	GO:0007631	feeding behavior	9/146	124/23276	9.02170399697094e-08	9.83776537151014e-06	6.83265739677819e-06	Th/Oprk1/Tacr3/Adrb3/Drd2/Cck/Bdnf/Mchr1/En1	9
brown	GO:0043279	response to alkaloid	8/146	89/23276	9.08991340500727e-08	9.83776537151014e-06	6.83265739677819e-06	Slc6a3/Snca/Oprk1/Chrna4/Tacr3/Chrna6/Chrnb3/Drd2	8
brown	GO:0051937	catecholamine transport	7/146	65/23276	1.69819302449805e-07	1.75799895275211e-05	1.22098912653842e-05	Slc6a3/Snca/Oprk1/Chrna4/Chrna6/Drd2/Chrm5	7
brown	GO:0050808	synapse organization	11/146	224/23276	1.79935738977733e-07	1.78511247710826e-05	1.23982037690359e-05	Etv5/Il1rap/Snca/Fgfr2/Drd2/F2r/Bdnf/Elfn1/Flrt3/Erbb4/Lrrtm2	11
brown	GO:0015696	ammonium transport	8/146	100/23276	2.26012551340787e-07	2.10974879367841e-05	1.46529116685549e-05	Slc6a3/Slc18a2/Snca/Oprk1/Chrna4/Chrna6/Drd2/Chrm5	8
brown	GO:0046189	phenol-containing compound biosynthetic process	6/146	42/23276	2.39240728388564e-07	2.10974879367841e-05	1.46529116685549e-05	Th/Ddc/Slc6a3/Snca/Nr4a2/Gch1	6
brown	GO:0051954	positive regulation of amine transport	6/146	42/23276	2.39240728388564e-07	2.10974879367841e-05	1.46529116685549e-05	Oprk1/Ntsr1/Chrna4/Chrna6/Drd2/Cck	6
brown	GO:0007270	neuron-neuron synaptic transmission	9/146	143/23276	3.06390444381891e-07	2.60541302883316e-05	1.80954657189455e-05	Th/Slc6a3/Snca/Serpine2/Car7/Drd2/Cdh8/Bdnf/Erbb4	9
brown	GO:0014046	dopamine secretion	5/146	24/23276	3.49988695867406e-07	2.77774361620098e-05	1.92923593406208e-05	Snca/Oprk1/Chrna4/Chrna6/Drd2	5
brown	GO:0014059	regulation of dopamine secretion	5/146	24/23276	3.49988695867406e-07	2.77774361620098e-05	1.92923593406208e-05	Snca/Oprk1/Chrna4/Chrna6/Drd2	5
brown	GO:0006836	neurotransmitter transport	9/146	150/23276	4.59482032013044e-07	3.47834282842976e-05	2.4158255414413e-05	Th/Cadps2/Ddc/Slc6a3/Sncaip/Slc18a2/Snca/Drd2/Sv2c	9
brown	GO:0007411	axon guidance	10/146	196/23276	4.67479926542428e-07	3.47834282842976e-05	2.4158255414413e-05	Bmp7/Ntn1/Sema6d/Epha5/Bdnf/Ntf3/Flrt3/Robo2/Dcc/Lgi1	10
brown	GO:0097485	neuron projection guidance	10/146	197/23276	4.89866213700206e-07	3.53445895400058e-05	2.45480006929194e-05	Bmp7/Ntn1/Sema6d/Epha5/Bdnf/Ntf3/Flrt3/Robo2/Dcc/Lgi1	10
brown	GO:1901215	negative regulation of neuron death	10/146	198/23276	5.13185951615532e-07	3.59381103175466e-05	2.49602207426626e-05	Igf1/Snca/Nr4a2/Tigar/Tox3/F2r/Bdnf/Ndnf/Ntf3/En1	10
brown	GO:0021954	central nervous system neuron development	7/146	78/23276	6.02114897213259e-07	4.09610162932791e-05	2.84487970984069e-05	Nr4a2/Fgfr2/Cdh11/Drd2/Lmx1b/Robo2/Dcc	7
brown	GO:0043270	positive regulation of ion transport	11/146	254/23276	6.29615603986691e-07	4.16420764747864e-05	2.89218161948272e-05	Snca/Oprk1/Ntsr1/Chrna4/Chrna6/Trpc6/Drd2/Cck/F2r/Mchr1/Hspa2	11
brown	GO:0051952	regulation of amine transport	7/146	83/23276	9.21875022517408e-07	5.93239034760527e-05	4.1202436995017e-05	Snca/Oprk1/Ntsr1/Chrna4/Chrna6/Drd2/Cck	7
brown	GO:0007274	neuromuscular synaptic transmission	5/146	29/23276	9.53475596446661e-07	5.97427735563026e-05	4.14933562885791e-05	Etv5/Chrna4/Chrna6/Chrnb3/Ntf3	5
brown	GO:0042220	response to cocaine	5/146	31/23276	1.35049906460235e-06	8.24496993030305e-05	5.7264076396499e-05	Slc6a3/Snca/Oprk1/Tacr3/Drd2	5
brown	GO:0071542	dopaminergic neuron differentiation	5/146	34/23276	2.17842123458016e-06	0.000129670523988384	9.00605199875115e-05	Pitx3/Nr4a2/Foxa2/Lmx1b/En1	5
brown	GO:1901214	regulation of neuron death	11/146	299/23276	3.0806649733063e-06	0.000175612688164711	0.000121968891048326	Igf1/Snca/Nr4a2/Tigar/Tox3/F2r/Bdnf/Ndnf/Ntf3/En1/Dcc	11
brown	GO:0044070	regulation of anion transport	8/146	141/23276	3.09774586430821e-06	0.000175612688164711	0.000121968891048326	Snca/Oprk1/Ntsr1/Chrna4/Chrna6/Car7/Drd2/Cck	8
brown	GO:0008344	adult locomotory behavior	7/146	102/23276	3.71326564781192e-06	0.000205611290870702	0.000142803924913403	Klhl1/Snca/Nr4a2/Ntsr1/Drd2/Foxa2/En1	7
brown	GO:0050806	positive regulation of synaptic transmission	8/146	145/23276	3.81557626836877e-06	0.000206474706704228	0.000143403596115008	Snca/Serpine2/Ntsr1/Car7/Drd2/Erbb4/Lgi1/Lrrtm2	8
brown	GO:0042053	regulation of dopamine metabolic process	4/146	18/23276	4.24521859644596e-06	0.000224619232847507	0.000156005576959453	Slc6a3/Snca/Nr4a2/Tacr3	4
brown	GO:1903793	positive regulation of anion transport	6/146	70/23276	5.1765300587992e-06	0.000267941697173933	0.00018609447877285	Oprk1/Ntsr1/Chrna4/Chrna6/Drd2/Cck	6
brown	GO:0042069	regulation of catecholamine metabolic process	4/146	19/23276	5.35109079977893e-06	0.000271083982856886	0.00018827690137632	Slc6a3/Snca/Nr4a2/Tacr3	4
brown	GO:0001505	regulation of neurotransmitter levels	8/146	154/23276	5.9605723843261e-06	0.000295669225980842	0.000205352175784568	Th/Cadps2/Slc6a3/Sncaip/Maoa/Snca/Drd2/Prima1	8
brown	GO:0050803	regulation of synapse structure or activity	10/146	261/23276	6.15287260758282e-06	0.000298979381197035	0.000207651189398767	Etv5/Il1rap/Snca/Serpine2/Calb1/Drd2/Lmx1b/Bdnf/Flrt3/Lrrtm2	10
brown	GO:0001764	neuron migration	8/146	156/23276	6.55535259790004e-06	0.000308376264342583	0.00021417763932987	Ntn1/Nr4a2/Drd2/Cck/Lmx1b/Ndnf/Dcc/Erbb4	8
brown	GO:1903532	positive regulation of secretion by cell	12/146	389/23276	6.60528747646861e-06	0.000308376264342583	0.00021417763932987	Cadps2/Igf1/Il1rap/Rbp4/Snca/Oprk1/Ntsr1/Chrna4/Chrna6/Drd2/Cck/F2r	12
brown	GO:0015850	organic hydroxy compound transport	9/146	209/23276	7.13643016999777e-06	0.000323437216028962	0.000224637974482857	Slc6a3/Rbp4/Slc18a2/Snca/Oprk1/Chrna4/Chrna6/Drd2/Chrm5	9
brown	GO:0043524	negative regulation of neuron apoptotic process	8/146	158/23276	7.19956843743594e-06	0.000323437216028962	0.000224637974482857	Snca/Nr4a2/Tox3/F2r/Bdnf/Ndnf/Ntf3/En1	8
brown	GO:0010721	negative regulation of cell development	11/146	332/23276	8.32791874731988e-06	0.000360984087883538	0.000250715533970706	Bmp7/Igf1/Ntn1/Sema6d/Trpc6/Foxa1/Foxa2/Ctnna1/Bdnf/Pbx1/Erbb4	11
brown	GO:0010975	regulation of neuron projection development	13/146	468/23276	8.33856565879655e-06	0.000360984087883538	0.000250715533970706	Bmp7/Ntn1/Sdc2/Il1rap/Serpine2/Sema6d/Ret/Trpc6/Bdnf/Ndnf/Robo2/Syt17/Dcc	13
brown	GO:0070997	neuron death	11/146	333/23276	8.56665139560873e-06	0.00036423566023115	0.000252973859821453	Igf1/Snca/Nr4a2/Tigar/Tox3/F2r/Bdnf/Ndnf/Ntf3/En1/Dcc	11
brown	GO:0010976	positive regulation of neuron projection development	10/146	272/23276	8.83242162291554e-06	0.000368947296213367	0.000256246248746082	Bmp7/Ntn1/Il1rap/Serpine2/Ret/Bdnf/Ndnf/Robo2/Syt17/Dcc	10
brown	GO:0048638	regulation of developmental growth	11/146	338/23276	9.8519819445432e-06	0.00039533513375443	0.000274573485323817	Igf1/Ntn1/Slc6a3/Rbp4/Sema6d/Fgfr2/Adrb3/Drd2/Bdnf/Syt17/Erbb4	11
brown	GO:0051930	regulation of sensory perception of pain	5/146	46/23276	1.01013056490983e-05	0.00039533513375443	0.000274573485323817	Oprk1/Ntsr1/Cck/Fam19a4/F2r	5
brown	GO:0051931	regulation of sensory perception	5/146	46/23276	1.01013056490983e-05	0.00039533513375443	0.000274573485323817	Oprk1/Ntsr1/Cck/Fam19a4/F2r	5
brown	GO:0010959	regulation of metal ion transport	11/146	339/23276	1.01282835611173e-05	0.00039533513375443	0.000274573485323817	Igf1/Snca/Oprk1/Serpine2/Ntsr1/Kcnip4/Trpc6/Drd2/F2r/Mchr1/Hspa2	11
brown	GO:0050433	regulation of catecholamine secretion	5/146	48/23276	1.2491727731667e-05	0.000479722640791922	0.000333183434065346	Snca/Oprk1/Chrna4/Chrna6/Drd2	5
brown	GO:0051047	positive regulation of secretion	12/146	416/23276	1.29395312017434e-05	0.000489032123672239	0.000339649181586281	Cadps2/Igf1/Il1rap/Rbp4/Snca/Oprk1/Ntsr1/Chrna4/Chrna6/Drd2/Cck/F2r	12
brown	GO:0001657	ureteric bud development	6/146	83/23276	1.39380611336158e-05	0.000502826114532412	0.000349229570030469	Bmp7/Ret/Fgfr2/Bdnf/Robo2/Pbx1	6
brown	GO:0072163	mesonephric epithelium development	6/146	83/23276	1.39380611336158e-05	0.000502826114532412	0.000349229570030469	Bmp7/Ret/Fgfr2/Bdnf/Robo2/Pbx1	6
brown	GO:0072164	mesonephric tubule development	6/146	83/23276	1.39380611336158e-05	0.000502826114532412	0.000349229570030469	Bmp7/Ret/Fgfr2/Bdnf/Robo2/Pbx1	6
brown	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	13/146	492/23276	1.41698388596323e-05	0.000503558004847529	0.00034973789235636	Igf1/Snca/Epha10/Epha5/Ret/Fgfr2/Eif4ebp1/Igfbp2/Bdnf/Ntf3/Flrt3/Epha6/Erbb4	13
brown	GO:0001823	mesonephros development	6/146	84/23276	1.49332623993132e-05	0.000522883790775952	0.000363160297667508	Bmp7/Ret/Fgfr2/Bdnf/Robo2/Pbx1	6
brown	GO:0048639	positive regulation of developmental growth	8/146	175/23276	1.51790016710549e-05	0.000523785550417125	0.000363786599927188	Igf1/Ntn1/Slc6a3/Fgfr2/Drd2/Bdnf/Syt17/Erbb4	8
brown	GO:0019233	sensory perception of pain	7/146	127/23276	1.57722462082353e-05	0.000536062473644094	0.000372313334112103	Oprk1/Ntsr1/Chrna4/Cck/Penk/Fam19a4/F2r	7
brown	GO:0033555	multicellular organismal response to stress	6/146	85/23276	1.59850632628016e-05	0.000536062473644094	0.000372313334112103	Nr4a2/Ret/Cck/Gch1/Penk/Bdnf	6
brown	GO:0050432	catecholamine secretion	5/146	51/23276	1.68800268148205e-05	0.000558213108973437	0.000387697691901797	Snca/Oprk1/Chrna4/Chrna6/Drd2	5
brown	GO:0060359	response to ammonium ion	5/146	54/23276	2.23846659251503e-05	0.000730108076270999	0.000507084501346952	Slc6a3/Snca/Oprk1/Tacr3/Drd2	5
brown	GO:0021953	central nervous system neuron differentiation	8/146	194/23276	3.18414403332321e-05	0.00102451985720846	0.000711563339452456	Nr4a2/Fgfr2/Cdh11/Drd2/Lmx1b/Robo2/Dcc/Erbb4	8
brown	GO:0014047	glutamate secretion	4/146	30/23276	3.58584740585995e-05	0.00113838702311367	0.000790647898190314	Snca/Ntsr1/Cck/Bdnf	4
brown	GO:1901617	organic hydroxy compound biosynthetic process	8/146	198/23276	3.68193967915238e-05	0.00115351294421866	0.000801153356779556	Th/Ddc/Slc6a3/Snca/Nr4a2/Ntsr1/Dkk3/Gch1	8
brown	GO:0046717	acid secretion	6/146	99/23276	3.81130436529959e-05	0.00117362802014893	0.00081512395042064	Snca/Ntsr1/Drd2/Cck/Bdnf/Chrm5	6
brown	GO:0033603	positive regulation of dopamine secretion	3/146	11/23276	3.8447284994379e-05	0.00117362802014893	0.00081512395042064	Oprk1/Chrna4/Chrna6	3
brown	GO:0010817	regulation of hormone levels	12/146	466/23276	3.93638999030208e-05	0.00118639804644421	0.00082399316119448	Igf1/Rbp4/Slc18a2/Oprk1/Pcsk2/Epha5/Dkk3/Drd2/Foxa1/Foxa2/Slco4a1/Aldh1a1	12
brown	GO:0045927	positive regulation of growth	9/146	262/23276	4.27236687909435e-05	0.00127156319239046	0.00088314320619174	Igf1/Ntn1/Slc6a3/Fgfr2/Drd2/Bdnf/Syt17/Erbb4/Lgi1	9
brown	GO:0050795	regulation of behavior	9/146	264/23276	4.53173761663618e-05	0.0013321070697791	0.000925192955911037	Sema6d/Tacr3/Drd2/Zfhx3/Nbl1/Penk/Ntf3/Mchr1/Robo2	9
brown	GO:0001963	synaptic transmission, dopaminergic	4/146	32/23276	4.6596228605454e-05	0.0013529953696291	0.000939700579450169	Th/Slc6a3/Snca/Drd2	4
brown	GO:0050890	cognition	9/146	268/23276	5.09058236375399e-05	0.00144638181134036	0.00100456058958673	Th/Igf1/Oprk1/Ntsr1/Chrna4/Calb1/Drd2/Bdnf/En1	9
brown	GO:0060525	prostate glandular acinus development	3/146	12/23276	5.10273297574928e-05	0.00144638181134036	0.00100456058958673	Igf1/Fgfr2/Foxa1	3
brown	GO:0032228	regulation of synaptic transmission, GABAergic	4/146	33/23276	5.2765713213737e-05	0.00146087399025474	0.00101462589300833	Car7/Drd2/Bdnf/Erbb4	4
brown	GO:0060740	prostate gland epithelium morphogenesis	4/146	33/23276	5.2765713213737e-05	0.00146087399025474	0.00101462589300833	Bmp7/Igf1/Fgfr2/Foxa1	4
brown	GO:0048732	gland development	11/146	408/23276	5.53566534554755e-05	0.00149751964367085	0.0010400775261199	Bmp7/Etv5/Igf1/Ntn1/Slc6a3/Serpine2/Fgfr2/Drd2/Foxa1/Pbx1/Erbb4	11
brown	GO:0050768	negative regulation of neurogenesis	9/146	271/23276	5.54695527357829e-05	0.00149751964367085	0.0010400775261199	Bmp7/Ntn1/Sema6d/Trpc6/Foxa2/Ctnna1/Bdnf/Pbx1/Erbb4	9
brown	GO:0051928	positive regulation of calcium ion transport	6/146	106/23276	5.59761647571212e-05	0.00149751964367085	0.0010400775261199	Snca/Ntsr1/Trpc6/F2r/Mchr1/Hspa2	6
brown	GO:0042445	hormone metabolic process	7/146	155/23276	5.67141067770596e-05	0.00150040320262421	0.00104208025434808	Igf1/Rbp4/Pcsk2/Dkk3/Foxa1/Slco4a1/Aldh1a1	7
brown	GO:0060512	prostate gland morphogenesis	4/146	34/23276	5.95106854776246e-05	0.00154120545137509	0.0010704187820731	Bmp7/Igf1/Fgfr2/Foxa1	4
brown	GO:0006835	dicarboxylic acid transport	5/146	66/23276	5.95509876213809e-05	0.00154120545137509	0.0010704187820731	Slc1a2/Snca/Ntsr1/Cck/Bdnf	5
brown	GO:0072073	kidney epithelium development	6/146	108/23276	6.21488467008499e-05	0.00159114412897552	0.00110510286550125	Bmp7/Ret/Fgfr2/Bdnf/Robo2/Pbx1	6
brown	GO:0008589	regulation of smoothened signaling pathway	5/146	67/23276	6.40308019758163e-05	0.00162188659047254	0.00112645453419941	Serpine2/Fgfr2/Foxa1/Foxa2/Ctnna1	5
brown	GO:0042493	response to drug	8/146	215/23276	6.58390202117186e-05	0.00162672025402716	0.00112981167535828	Slc1a2/Slc18a2/Snca/Gabra4/Slc10a4/Drd2/Bdnf/Aldh1a1	8
brown	GO:0051924	regulation of calcium ion transport	8/146	215/23276	6.58390202117186e-05	0.00162672025402716	0.00112981167535828	Igf1/Snca/Ntsr1/Trpc6/Drd2/F2r/Mchr1/Hspa2	8
brown	GO:0048167	regulation of synaptic plasticity	7/146	159/23276	6.66252589499304e-05	0.00162672025402716	0.00112981167535828	Snca/Serpine2/Calb1/Drd2/Lmx1b/Bdnf/Lrrtm2	7
brown	GO:0031346	positive regulation of cell projection organization	10/146	345/23276	6.69544665664265e-05	0.00162672025402716	0.00112981167535828	Bmp7/Ntn1/Il1rap/Serpine2/Ret/Bdnf/Ndnf/Robo2/Syt17/Dcc	10
brown	GO:0032102	negative regulation of response to external stimulus	9/146	280/23276	7.12855641853359e-05	0.00171445382146752	0.00119074557506818	Slc6a3/Serpine2/Sema6d/Drd2/Cck/Tigar/Metrnl/Nbl1/Robo2	9
brown	GO:0097305	response to alcohol	7/146	163/23276	7.7909163588075e-05	0.00185501718503207	0.00128837153680911	Th/Slc6a3/Tacr3/Drd2/Foxa1/Ctnna1/Aldh1a1	7
brown	GO:0015711	organic anion transport	10/146	354/23276	8.28613816695806e-05	0.0019533955421314	0.00135669859930079	Car4/Slc1a2/Slc7a8/Snca/Ntsr1/Drd2/Cck/Slco2a1/Slco4a1/Bdnf	10
brown	GO:0001655	urogenital system development	9/146	291/23276	9.56190973367449e-05	0.00223204971332147	0.00155023324990739	Bmp7/Igf1/Rbp4/Ret/Fgfr2/Foxa1/Bdnf/Robo2/Pbx1	9
