sample_id	file	total_mass	internal_scale	external_scale
TH_015_E11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_E11/abundances.cxb	580994	0.633792	1
TH_015_E12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_E12/abundances.cxb	802052	0.547452	1
TH_015_F01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F01/abundances.cxb	367482	1.58631	1
TH_015_F02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F02/abundances.cxb	624439	1.81082	1
TH_015_F03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F03/abundances.cxb	317845	0.866734	1
TH_015_F04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F04/abundances.cxb	360191	0.414279	1
TH_015_F05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F05/abundances.cxb	326767	0.805844	1
TH_015_F06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F06/abundances.cxb	308036	0.384537	1
TH_015_F07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F07/abundances.cxb	431738	0.829667	1
TH_015_F08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F08/abundances.cxb	448656	0.336816	1
TH_015_F09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F09/abundances.cxb	425488	0.647109	1
TH_015_F10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F10/abundances.cxb	70	0.000221955	1
TH_015_F11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F11/abundances.cxb	515158	1.10789	1
TH_015_F12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_F12/abundances.cxb	579007	0.676	1
TH_015_G01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G01/abundances.cxb	333581	0.746841	1
TH_015_G02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G02/abundances.cxb	6352	0.0206788	1
TH_015_G03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G03/abundances.cxb	439542	0.909275	1
TH_015_G04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G04/abundances.cxb	388720	0.467733	1
TH_015_G05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G05/abundances.cxb	426506	0.774326	1
TH_015_G06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G06/abundances.cxb	425783	0.675224	1
TH_015_G07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G07/abundances.cxb	467935	0.617663	1
TH_015_G08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G08/abundances.cxb	591916	0.501507	1
TH_015_G09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G09/abundances.cxb	561410	0.914454	1
TH_015_G10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G10/abundances.cxb	437448	0.371478	1
TH_015_G11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G11/abundances.cxb	464132	0.757458	1
TH_015_G12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_G12/abundances.cxb	602528	0.160732	1
TH_015_H01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H01/abundances.cxb	3166	0.0068806	1
TH_015_H02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H02/abundances.cxb	423517	0.721538	1
TH_015_H03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H03/abundances.cxb	446150	1.28353	1
TH_015_H04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H04/abundances.cxb	451127	0.571719	1
TH_015_H05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H05/abundances.cxb	351305	0.862812	1
TH_015_H06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H06/abundances.cxb	446956	0.477499	1
TH_015_H07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H07/abundances.cxb	442357	0.92803	1
TH_015_H08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H08/abundances.cxb	725801	0.766299	1
TH_015_H09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H09/abundances.cxb	550017	1.2027	1
TH_015_H10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H10/abundances.cxb	596539	0.695162	1
TH_015_H11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H11/abundances.cxb	460992	0.853453	1
TH_015_H12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_015_H12/abundances.cxb	518716	0.374105	1
TH_016_A01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A01/abundances.cxb	768190	4.20715	1
TH_016_A02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A02/abundances.cxb	890424	5.43819	1
TH_016_A03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A03/abundances.cxb	817602	6.83846	1
TH_016_A04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A04/abundances.cxb	872620	6.76688	1
TH_016_A05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A05/abundances.cxb	848618	4.48452	1
TH_016_A06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A06/abundances.cxb	890722	4.37632	1
TH_016_A07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A07/abundances.cxb	1.13615e+06	5.81429	1
TH_016_A08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A08/abundances.cxb	1870	0.00691759	1
TH_016_A09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A09/abundances.cxb	688894	5.72133	1
TH_016_A10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A10/abundances.cxb	810933	5.27368	1
TH_016_A11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A11/abundances.cxb	941671	7.44085	1
TH_016_A12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_A12/abundances.cxb	1.15598e+06	9.48409	1
TH_016_B01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B01/abundances.cxb	744221	3.23096	1
TH_016_B02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B02/abundances.cxb	732499	4.05267	1
TH_016_B03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B03/abundances.cxb	807967	3.44496	1
TH_016_B04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B04/abundances.cxb	702577	6.89869	1
TH_016_B05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B05/abundances.cxb	815464	3.65548	1
TH_016_B06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B06/abundances.cxb	794527	3.36717	1
TH_016_B07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B07/abundances.cxb	310990	2.19828	1
TH_016_B08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B08/abundances.cxb	799869	4.1665	1
TH_016_B09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B09/abundances.cxb	650093	2.60564	1
TH_016_B10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B10/abundances.cxb	1.08251e+06	5.748	1
TH_016_B11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B11/abundances.cxb	817543	3.76613	1
TH_016_B12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_B12/abundances.cxb	1.09317e+06	5.49904	1
TH_016_C01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C01/abundances.cxb	964550	2.88282	1
TH_016_C02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C02/abundances.cxb	481112	1.20222	1
TH_016_C03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C03/abundances.cxb	991825	2.4964	1
TH_016_C04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C04/abundances.cxb	705632	1.46039	1
TH_016_C05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C05/abundances.cxb	828888	1.52993	1
TH_016_C06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C06/abundances.cxb	961264	2.03089	1
TH_016_C07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C07/abundances.cxb	973617	1.9262	1
TH_016_C08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C08/abundances.cxb	946513	1.8713	1
TH_016_C09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C09/abundances.cxb	878759	1.24905	1
TH_016_C10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C10/abundances.cxb	728838	1.50548	1
TH_016_C11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C11/abundances.cxb	1.1276e+06	2.24885	1
TH_016_C12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_C12/abundances.cxb	953770	2.3316	1
TH_016_D01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D01/abundances.cxb	614542	4.58081	1
TH_016_D02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D02/abundances.cxb	752840	4.96676	1
TH_016_D03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D03/abundances.cxb	1.21531e+06	9.07407	1
TH_016_D04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D04/abundances.cxb	1560	0.00625173	1
TH_016_D05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D05/abundances.cxb	582986	2.93202	1
TH_016_D06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D06/abundances.cxb	962845	5.75277	1
TH_016_D07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D07/abundances.cxb	816716	7.94139	1
TH_016_D08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D08/abundances.cxb	771550	4.68351	1
TH_016_D09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D09/abundances.cxb	171801	1.46527	1
TH_016_D10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D10/abundances.cxb	1.02448e+06	6.63342	1
TH_016_D11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D11/abundances.cxb	1245	0.00658466	1
TH_016_D12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_D12/abundances.cxb	1.00615e+06	6.1305	1
TH_016_E01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E01/abundances.cxb	340970	1.88969	1
TH_016_E02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E02/abundances.cxb	754371	3.4501	1
TH_016_E03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E03/abundances.cxb	313999	1.61206	1
TH_016_E04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E04/abundances.cxb	468	0.00321834	1
TH_016_E05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E05/abundances.cxb	749544	4.01882	1
TH_016_E06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E06/abundances.cxb	679631	3.28804	1
TH_016_E07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E07/abundances.cxb	782929	4.32808	1
TH_016_E08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E08/abundances.cxb	474178	1.8888	1
TH_016_E09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E09/abundances.cxb	791817	3.98368	1
TH_016_E10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E10/abundances.cxb	968597	5.5802	1
TH_016_E11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E11/abundances.cxb	757247	3.58694	1
TH_016_E12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_E12/abundances.cxb	968700	5.73398	1
TH_016_F01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F01/abundances.cxb	984234	3.3385	1
TH_016_F02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F02/abundances.cxb	813063	2.81357	1
TH_016_F03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F03/abundances.cxb	591325	2.46285	1
TH_016_F04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F04/abundances.cxb	241020	1.00213	1
TH_016_F05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F05/abundances.cxb	676444	2.43207	1
TH_016_F06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F06/abundances.cxb	597963	1.93189	1
TH_016_F07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F07/abundances.cxb	835443	2.95	1
TH_016_F08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F08/abundances.cxb	510559	2.63804	1
TH_016_F09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F09/abundances.cxb	639977	1.20222	1
TH_016_F10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F10/abundances.cxb	1.13735e+06	4.97293	1
TH_016_F11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F11/abundances.cxb	1.22275e+06	3.35991	1
TH_016_F12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_F12/abundances.cxb	734086	1.90578	1
TH_016_G01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G01/abundances.cxb	318077	2.92899	1
TH_016_G02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G02/abundances.cxb	185643	1.72574	1
TH_016_G03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G03/abundances.cxb	140155	1.35085	1
TH_016_G04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G04/abundances.cxb	76756	0.604272	1
TH_016_G05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G05/abundances.cxb	209728	1.30398	1
TH_016_G06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G06/abundances.cxb	178730	1.23566	1
TH_016_G07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G07/abundances.cxb	228437	1.92575	1
TH_016_G08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G08/abundances.cxb	196870	1.48255	1
TH_016_G09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G09/abundances.cxb	31456	0.227541	1
TH_016_G10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G10/abundances.cxb	150881	1.21102	1
TH_016_G11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G11/abundances.cxb	157848	1.31053	1
TH_016_G12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_G12/abundances.cxb	76479	0.571386	1
TH_016_H01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H01/abundances.cxb	953153	3.15272	1
TH_016_H02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H02/abundances.cxb	490187	2.95255	1
TH_016_H03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H03/abundances.cxb	1.59294e+06	8.34202	1
TH_016_H04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H04/abundances.cxb	854329	4.2535	1
TH_016_H05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H05/abundances.cxb	2.02167e+06	7.68692	1
TH_016_H06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H06/abundances.cxb	1.43049e+06	9.93066	1
TH_016_H07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H07/abundances.cxb	895615	4.68014	1
TH_016_H08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H08/abundances.cxb	250651	1.5714	1
TH_016_H09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H09/abundances.cxb	768246	3.50382	1
TH_016_H10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H10/abundances.cxb	880191	3.99001	1
TH_016_H11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H11/abundances.cxb	1.00436e+06	6.09762	1
TH_016_H12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_016_H12/abundances.cxb	1.36487e+06	8.96797	1
TH_018_A01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A01/abundances.cxb	752280	1.81885	1
TH_018_A02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A02/abundances.cxb	629463	1.45558	1
TH_018_A03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A03/abundances.cxb	715769	1.99027	1
TH_018_A04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A04/abundances.cxb	570399	1.17947	1
TH_018_A05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A05/abundances.cxb	8525	0.0188292	1
TH_018_A06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A06/abundances.cxb	1.11798e+06	2.8492	1
TH_018_A07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A07/abundances.cxb	716766	1.34945	1
TH_018_A08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A08/abundances.cxb	963522	2.48967	1
TH_018_A09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A09/abundances.cxb	1.07378e+06	2.22395	1
TH_018_A10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A10/abundances.cxb	736587	1.93929	1
TH_018_A11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A11/abundances.cxb	3.46543e+06	10.027	1
TH_018_A12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_A12/abundances.cxb	901180	2.42423	1
TH_018_B01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B01/abundances.cxb	531683	2.80251	1
TH_018_B02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B02/abundances.cxb	523800	3.45865	1
TH_018_B03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B03/abundances.cxb	832439	4.90668	1
TH_018_B04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B04/abundances.cxb	362108	2.72879	1
TH_018_B05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B05/abundances.cxb	760724	3.36143	1
TH_018_B06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B06/abundances.cxb	567520	3.18054	1
TH_018_B07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B07/abundances.cxb	713326	4.68813	1
TH_018_B08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B08/abundances.cxb	672718	4.01853	1
